,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,power,pitch_mean,pitch_std,voiced_fr,indoor
0011.wav,8.729880711574799,5.57060383061326,5.67377107340884,17.609570135420345,14.15157730867606,17.12078321745099,40.06673632372341,0.9477025866508484,0.9408308863639832,0.9577329754829407,0.8748597502708435,0.8950077295303345,1.0,0.9699879288673401,0.7741991877555847,0.656552255153656,0.6917845606803894,0.8570717573165894,0.9126294851303101,5.906350612640381,6.387495994567871,4.3282599449157715,3.1917006969451904,2.5315442085266113,2.372220277786255,2.389946222305298,2.345651149749756,2.07340145111084,2.377303123474121,2.108550548553467,1.6351606845855713,1.181647777557373,0.7499378323554993,0.6909882426261902,0.8926818370819092,1.0994914770126343,1.0434210300445557,0.9654712677001953,0.9528701305389404,0.01003208775246982,1792.350745720199,2120.251190160349,0.012563321739435196,3746.77734375,0.0010541835519128004,236.5384146502642,12.863792189730859,0.08112582781456953,False
0031.wav,9.564665440025493,5.875097199025129,10.693468864538291,16.67644196868813,18.339469223520712,14.172770503709973,19.407923210067334,0.7401964068412781,0.6684935092926025,0.6886541843414307,0.7136380672454834,0.5936290621757507,0.4543752372264862,0.5302070379257202,0.7056651711463928,1.0,0.7372679710388184,0.6391614079475403,0.7736685276031494,15.317875862121582,18.27878189086914,13.941877365112305,11.77944278717041,9.587493896484375,6.996242523193359,4.657478332519531,3.285447359085083,2.037853717803955,0.6874532699584961,0.13057342171669006,0.2239813208580017,0.15323002636432648,-0.07223601639270782,-0.029485266655683517,0.23898056149482727,0.3387267589569092,0.25393879413604736,0.07288295775651932,-0.005368176847696304,0.025827443262499482,1396.6040601620773,1692.6958332235702,0.006455803290009499,2616.2841796875,0.0028434875062931476,120.02365375342437,17.732952501550397,0.08952959028831563,True
0032.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000007152557373,0.0,0.0009920565576800517,126.42102982492584,14.868260152091564,0.07434052757793765,True
0042.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000007152557373,0.0,0.00296940005348787,205.69387500094203,95.3285894196149,0.11584158415841585,False
0053.wav,18.896665956911868,11.842226166258147,11.783677620696396,5.6485937447502526,6.06488139089241,5.659297138485276,42.26410921197181,1.0,0.937508225440979,0.9510403275489807,0.9267202615737915,0.7688162326812744,0.6035602688789368,0.6588752865791321,0.9220486879348755,0.8409419655799866,0.7507548928260803,0.8425825238227844,0.9530299305915833,7.789373397827148,7.409646034240723,5.513396263122559,4.9719438552856445,3.8866398334503174,3.5442726612091064,2.9124066829681396,2.698908805847168,1.9739537239074707,1.952221393585205,1.47962486743927,1.125832200050354,0.8899253010749817,0.6449589729309082,0.261364609003067,0.15280359983444214,-0.04540785402059555,-0.07927711308002472,-0.23626157641410828,-0.3350083827972412,0.012355691968753942,2192.3036727412555,2627.4821997519084,0.03504728153347969,5243.3349609375,0.0005380549881187388,128.36267042215815,8.463563758177138,0.06209850107066381,True
0077.wav,1.078579878183568,3.6531098649523663,9.258482653463474,7.728501949146896,6.541431191636811,7.472553190710194,36.7544728076845,0.6862130761146545,0.7193191647529602,0.7775843739509583,0.8218834400177002,0.8248453736305237,0.8882731199264526,0.9897515177726746,1.0,0.9450555443763733,0.8963175415992737,0.7854976654052734,0.7209653854370117,0.005680418573319912,0.0050391266122460365,0.0032528284937143326,0.0031173848547041416,0.0025589531287550926,0.0022529331035912037,0.002024926245212555,0.0019872505217790604,0.0017044147243723273,0.0016051067505031824,0.0014745518565177917,0.0016590447630733252,0.0017224446637555957,0.0017024331027641892,0.0013388098450377584,0.001407179282978177,0.0012012922670692205,0.0010010486003011465,0.0008957877289503813,0.0007105967961251736,7.823736692172219e-06,2409.002283187192,2697.798413945089,0.07119354605674744,5792.431640625,0.0008793401978291033,168.01145210734148,23.247593500678157,0.10900473933649289,False
0089.wav,11.860688773508711,11.065766477865733,11.355762928169376,13.171311425701289,21.07915313891704,19.991569097588084,41.91745728788405,0.6126042604446411,0.5831142663955688,0.6940635442733765,0.6893149614334106,0.7130226492881775,0.8149563670158386,0.9591051936149597,1.0,0.8060389161109924,0.790213406085968,0.6722092032432556,0.6215116381645203,7.086662769317627,5.161954879760742,3.614436626434326,3.2521920204162598,2.9801974296569824,3.7441344261169434,3.354220390319824,3.841465950012207,2.768458843231201,2.473759174346924,1.1312493085861206,1.4917802810668945,1.9333938360214233,1.4627861976623535,1.33286452293396,1.339752197265625,1.202223777770996,1.0565364360809326,0.8206437826156616,0.5587556958198547,0.011464785621615932,2920.48315134261,3103.694277917597,0.036911070346832275,7095.1904296875,0.004252185821336312,154.20660806006407,4.352128934379418,0.01936619718309859,False
0099.wav,18.18713574113317,8.59052118855459,9.669102236763027,11.816176409594398,16.393791739135665,16.124847142628184,19.11029819111262,0.719997763633728,0.6284247636795044,0.6684185266494751,0.7963272333145142,1.0,0.917777955532074,0.7228971719741821,0.6853185892105103,0.783921480178833,0.8895339369773865,0.9091084003448486,0.767143964767456,20.267885208129883,12.155545234680176,9.234231948852539,12.859509468078613,7.326101779937744,8.002667427062988,4.207876205444336,4.136007308959961,4.709341049194336,3.5501813888549805,0.8326801657676697,0.5419542789459229,1.1717681884765625,0.5295615792274475,-0.666860818862915,-1.3407387733459473,-0.8924263715744019,-0.7867506742477417,-0.7697089910507202,-1.7615470886230469,0.025070280979246042,3325.941916876248,3231.656608429169,0.08811380714178085,7762.7197265625,0.0006236103742790711,112.39349105514707,19.65642783383276,0.11081081081081082,True
0102.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.781650960445404,0.9194331169128418,0.8737703561782837,0.7454538345336914,0.8046244382858276,0.7052527070045471,0.6646109223365784,0.827159583568573,1.0,0.8943995833396912,0.8808587193489075,0.7738628387451172,1.6394506585637458e-10,3.4670110532486476e-11,3.760607103497904e-11,1.0275440220919307e-11,1.3659066933069397e-11,1.3797311817359548e-12,-2.2848719444246157e-11,-1.8983504004865814e-12,2.2632637951269796e-12,-1.5287294000132512e-11,4.854696505907086e-12,-2.560201833520792e-12,2.3374257390740283e-11,9.976654918864014e-12,1.2362326440307214e-11,-7.360619058704998e-12,-1.8201651991178736e-11,2.8569941551426226e-13,-7.032937600348621e-12,-2.7060428550718107e-12,1.2944597019237657e-13,4825.39083481457,3429.36857948932,1.0000007152557373,9216.2109375,0.0001568768589168023,118.51749438815473,8.219081312167742,0.03074866310160428,False
0107.wav,0.054620850678929855,0.22876364692410078,1.036086937765738,7.553888271629006,3.5379021340829127,14.98273075143937,14.220029493113898,0.9507185816764832,0.9559292197227478,0.9788936376571655,1.0,0.9784768223762512,0.9572328925132751,0.9571602940559387,0.943101704120636,0.9079619646072388,0.8808400630950928,0.9044187664985657,0.9441004395484924,6.549962563440204e-05,7.499896310037002e-05,6.59498036839068e-05,5.0769143854267895e-05,4.0218132198788226e-05,3.397827094886452e-05,3.009857209690381e-05,2.2992262529442087e-05,1.533226532046683e-05,8.045321010285988e-06,-7.12731321073079e-07,-1.88602871276089e-06,-6.063430191716179e-06,-2.9089876534271752e-06,-3.386957814655034e-06,-2.3554307517770212e-06,-2.4059372663032264e-06,-5.540454139918438e-08,-2.8796677042919328e-08,1.399444272465189e-06,1.007792025018432e-07,1527.5458193560148,2219.9888495713376,0.9708967804908752,2810.0830078125,0.0032676011846129904,0.0,0.0,0.0,True
