,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,power,pitch_mean,pitch_std,voiced_fr,indoor
0011.wav,8.729880591886854,5.570603916150281,5.673771190965169,17.60956937587016,14.151575929915854,17.120781125717535,40.06461037283398,0.9477025866508484,0.9408308267593384,0.9577329754829407,0.8748596906661987,0.8950076699256897,1.0,0.9699878692626953,0.7741990685462952,0.6565521955490112,0.6917845010757446,0.8570718169212341,0.9126293063163757,2.4597482681274414,2.660125255584717,1.802539348602295,1.3292096853256226,1.0542821884155273,0.9879305362701416,0.9953125715255737,0.9768655300140381,0.8634851574897766,0.9900474548339844,0.8781230449676514,0.6809759736061096,0.4921068549156189,0.31231778860092163,0.2877676784992218,0.3717647194862366,0.4578922390937805,0.4345412254333496,0.40207839012145996,0.39683055877685547,0.004177945193900853,1792.3507501634783,2120.251192522424,0.012723652645945549,3746.77734375,0.006082190704570285,236.5384146502642,12.863792189730859,0.08112582781456953,False
0031.wav,9.564665029623264,5.875097146260317,10.693468954417988,16.67644281831448,18.33946820734279,14.172769062438784,19.40794956906208,0.7401964068412781,0.6684935688972473,0.6886541843414307,0.7136380672454834,0.593629002571106,0.45437517762184143,0.5302070379257202,0.7056651711463928,1.0,0.7372679114341736,0.6391614079475403,0.7736684679985046,12.064249992370605,14.396235466003418,10.980522155761719,9.27740478515625,7.5510406494140625,5.510190010070801,3.668196201324463,2.587594509124756,1.6049988269805908,0.5414331555366516,0.10283863544464111,0.17640584707260132,0.1206827163696289,-0.056892551481723785,-0.02322246879339218,0.18821948766708374,0.2667787969112396,0.2000003457069397,0.057402364909648895,-0.004227905534207821,0.020341509669579746,1396.6040652133204,1692.695835134333,0.006455799099057913,2616.2841796875,0.004580072878777929,120.02365375342437,17.732952501550397,0.08952959028831563,True
0032.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000007152557373,0.0,0.009952530224921407,126.42102982492584,14.868260152091564,0.07434052757793765,True
0042.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000007152557373,0.0,0.005347906975334574,205.69387500094203,95.3285894196149,0.11584158415841585,False
0053.wav,18.896665165728937,11.842226458900857,11.783677812490868,5.648593569325676,6.0648814742759996,5.659297489692868,42.261502431824944,1.0,0.9375082850456238,0.9510403871536255,0.926720142364502,0.7688162922859192,0.6035603284835815,0.6588752865791321,0.9220487475395203,0.8409420251846313,0.7507548332214355,0.8425825834274292,0.953029990196228,1.702768087387085,1.6197588443756104,1.2052361965179443,1.086874008178711,0.8496248126029968,0.7747828960418701,0.6366561055183411,0.5899851322174072,0.43150901794433594,0.4267583191394806,0.3234480023384094,0.2461085021495819,0.194538876414299,0.14098891615867615,0.05713467299938202,0.03340309113264084,-0.009926213882863522,-0.0173301063477993,-0.0516471341252327,-0.07323329150676727,0.002700971339688488,2192.303769587371,2627.4823047947007,0.035879168659448624,5243.3349609375,0.011253666103107142,128.36267042215815,8.463563758177138,0.06209850107066381,True
0077.wav,1.0785798345644437,3.653110146994919,9.258482387406822,7.72850116525678,6.541430739218484,7.472552098403348,36.75418333545733,0.6862130165100098,0.7193190455436707,0.7775843739509583,0.8218833208084106,0.8248452544212341,0.8882730007171631,0.9897515177726746,1.0,0.945055365562439,0.8963174819946289,0.7854976058006287,0.7209653258323669,0.001517085824161768,0.0013458139728754759,0.0008687422377988696,0.0008325687376782298,0.0006834269734099507,0.0006016971310600638,0.0005408028373494744,0.0005307405954226851,0.0004552028840407729,0.0004286805051378906,0.0003938127774745226,0.0004430857952684164,0.0004600181709975004,0.0004546737181954086,0.000357559765689075,0.00037581942160613835,0.0003208325360901654,0.0002673529088497162,0.0002392405440332368,0.00018978110165335238,2.0895076573104916e-06,2409.0022893879927,2697.798410042723,0.08641006052494049,5792.431640625,0.012336434967805242,168.01145210734148,23.247593500678157,0.10900473933649289,False
0089.wav,11.860688933287637,11.065767004918712,11.355762330600028,13.171310863643981,21.079155381279897,19.99156646504831,41.91763934861055,0.6126040816307068,0.5831142067909241,0.6940634846687317,0.6893148422241211,0.7130225896835327,0.8149562478065491,0.9591049551963806,1.0,0.8060387969017029,0.7902132868766785,0.6722090840339661,0.6215114593505859,4.927913188934326,3.589512348175049,2.5134012699127197,2.2615041732788086,2.0723652839660645,2.603590726852417,2.3324532508850098,2.6712732315063477,1.9251267910003662,1.7201991081237793,0.7866463661193848,1.0373520851135254,1.3444404602050781,1.0171902179718018,0.9268454313278198,0.9316350221633911,0.8360006809234619,0.7346928715705872,0.5706582069396973,0.38854679465293884,0.007972365467394774,2920.4831223334195,3103.69426351936,0.036911021918058395,7095.1904296875,0.008736183384108575,154.20660806006407,4.352128934379418,0.01936619718309859,False
0099.wav,18.18713555663006,8.59052101426022,9.669102221945252,11.816176997791509,16.393792542171603,16.12484712909636,19.110300449912543,0.719997763633728,0.6284248232841492,0.6684184670448303,0.7963271737098694,1.0,0.9177778959274292,0.7228971123695374,0.6853185892105103,0.7839215397834778,0.8895339965820312,0.9091084003448486,0.767143964767456,3.4670567512512207,2.0793466567993164,1.5796222686767578,2.199767827987671,1.2532145977020264,1.3689489364624023,0.7198059558868408,0.7075119018554688,0.8055871725082397,0.6072995662689209,0.14243954420089722,0.09270751476287842,0.20044443011283875,0.09058761596679688,-0.11407427489757538,-0.22934883832931519,-0.15265987813472748,-0.13458281755447388,-0.13166764378547668,-0.3013330101966858,0.0042885615330196525,3325.9419036342515,3231.656599821394,0.08811379224061966,7762.7197265625,0.020540781431897557,112.39349105514707,19.65642783383276,0.11081081081081082,True
0102.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7816510200500488,0.9194331169128418,0.8737704157829285,0.7454538345336914,0.8046244978904724,0.7052527070045471,0.6646109819412231,0.8271596431732178,1.0,0.8943997621536255,0.8808587193489075,0.773862898349762,3.3912629648913395e-11,7.171639150593823e-12,7.778953696468971e-12,2.1255120059848753e-12,2.8254282594120106e-12,2.854022899088926e-13,-4.726341280153479e-12,-3.9268073384959856e-13,4.68164244350755e-13,-3.1622330622094186e-12,1.0042114709229999e-12,-5.295871163477073e-13,4.835050328860779e-12,2.0637077116636426e-12,2.5571925219708413e-12,-1.522570914833099e-12,-3.765078526729582e-12,5.909837642046126e-14,-1.4547887634136503e-12,-5.597549333768992e-13,2.6776372525032214e-14,4825.390817156081,3429.3685739310986,1.0000007152557373,9216.2109375,0.0035945820940703472,118.51749438815473,8.219081312167742,0.03074866310160428,False
0107.wav,0.05462056545313487,0.2287638225485722,1.0360864571689277,7.55388843313569,3.537902515358624,14.982723774952788,14.220042388400543,0.9507184028625488,0.955929160118103,0.9788936972618103,1.0,0.978476881980896,0.9572328925132751,0.9571601748466492,0.943101704120636,0.9079619646072388,0.8808399438858032,0.9044187664985657,0.9441003203392029,2.0912968466291204e-05,2.394595321675297e-05,2.10567068279488e-05,1.6209767636610195e-05,1.2840999261243269e-05,1.0848711099242792e-05,9.60998750088038e-06,7.341058790188981e-06,4.895344318356365e-06,2.5687404558993876e-06,-2.2756361772735545e-07,-6.021791136845422e-07,-1.9359551970410394e-06,-9.287930424761726e-07,-1.0814010238391347e-06,-7.520512781411526e-07,-7.681769602640998e-07,-1.768980339988957e-08,-9.19405529486994e-09,4.4681996769213583e-07,3.217717211687408e-08,1527.5458078128709,2219.9888122114344,1.0000007152557373,2810.0830078125,0.03200630560729263,0.0,0.0,0.0,True
